Date,State,Vaccines,Cases
9/15/2021,AZ,8012829,1055919
9/14/2021,AZ,8001766,1053487
9/13/2021,AZ,7989607,1050878
9/12/2021,AZ,7974400,1048600
9/11/2021,AZ,7959386,1045835
9/10/2021,AZ,7942312,1042480
9/1/2021,AZ,7588261,1016663
8/9/2021,AZ,7225116,948245
8/8/2021,AZ,7209235,946054
8/7/2021,AZ,7196555,943415
8/6/2021,AZ,7182354,940762
8/5/2021,AZ,7160555,937936
8/4/2021,AZ,7146081,935647
8/31/2021,AZ,7573202,1011923
8/30/2021,AZ,7563719,1011101
8/3/2021,AZ,7133606,933361
8/29/2021,AZ,7545639,1007854
8/28/2021,AZ,7526215,1005764
8/27/2021,AZ,7508553,1001871
8/26/2021,AZ,7489034,998164
8/25/2021,AZ,7470149,994736
8/24/2021,AZ,7456104,991309
8/23/2021,AZ,7448382,988714
8/22/2021,AZ,7429859,986082
8/21/2021,AZ,7414066,982775
8/20/2021,AZ,7395732,979580
8/2/2021,AZ,7113423,931387
8/19/2021,AZ,7361667,976471
8/18/2021,AZ,7359223,972925
8/17/2021,AZ,7347251,970523
8/16/2021,AZ,7339062,967862
8/15/2021,AZ,7323382,965462
8/14/2021,AZ,7308847,962410
8/13/2021,AZ,7284228,958992
8/12/2021,AZ,7253931,955767
8/11/2021,AZ,7243338,952797
8/10/2021,AZ,7233060,950827
8/1/2021,AZ,7113311,929541
7/9/2021,AZ,6856821,899829
7/8/2021,AZ,6842949,898908
7/7/2021,AZ,6830858,898283
7/6/2021,AZ,6826215,897910
7/5/2021,AZ,6822560,897010
7/4/2021,AZ,6814338,896960
7/31/2021,AZ,7099611,927235
7/30/2021,AZ,7085856,925169
7/3/2021,AZ,6795043,896518
7/29/2021,AZ,7068316,923204
7/28/2021,AZ,7057355,921445
7/27/2021,AZ,7046449,920084
7/26/2021,AZ,7038803,918609
7/25/2021,AZ,7026434,917168
7/24/2021,AZ,7013800,915660
7/23/2021,AZ,7001414,914132
7/22/2021,AZ,6988716,912653
7/21/2021,AZ,6976583,911479
7/20/2021,AZ,6966636,910436
7/2/2021,AZ,6781580,895873
7/19/2021,AZ,6961423,909282
7/18/2021,AZ,6953781,908248
7/17/2021,AZ,6942123,907268
7/16/2021,AZ,6930887,906116
7/15/2021,AZ,6918832,904865
7/14/2021,AZ,6907835,903851
7/13/2021,AZ,6898130,901906
7/12/2021,AZ,6892308,901561
7/11/2021,AZ,6883472,901439
7/10/2021,AZ,6870625,900636
7/1/2021,AZ,6768593,895347
6/9/2021,AZ,6121904,885042
6/8/2021,AZ,6104303,884609
6/7/2021,AZ,6090510,884195
6/6/2021,AZ,6067368,883821
6/5/2021,AZ,6043146,883314
6/4/2021,AZ,6015930,883037
6/30/2021,AZ,6496635,894875
6/3/2021,AZ,5997066,882691
6/29/2021,AZ,6485370,894106
6/28/2021,AZ,6478654,893560
6/27/2021,AZ,6449374,893147
6/26/2021,AZ,6427731,892711
6/25/2021,AZ,6410375,892236
6/24/2021,AZ,6394880,891649
6/23/2021,AZ,6381113,891023
6/22/2021,AZ,6370509,890533
6/21/2021,AZ,6347847,890111
6/20/2021,AZ,6347146,889727
6/2/2021,AZ,5983627,882369
6/19/2021,AZ,6331444,889263
6/18/2021,AZ,6311129,888800
6/17/2021,AZ,6292764,888337
6/16/2021,AZ,6237009,888005
6/15/2021,AZ,6236785,887569
6/14/2021,AZ,6221202,887146
6/13/2021,AZ,6202357,886752
6/12/2021,AZ,6183095,886404
6/11/2021,AZ,6150227,885834
6/10/2021,AZ,6122967,885412
6/1/2021,AZ,5976666,881454
5/9/2021,AZ,5372605,868830
5/8/2021,AZ,5337459,868382
5/7/2021,AZ,5301083,867443
5/6/2021,AZ,5259733,866623
5/5/2021,AZ,5216530,866022
5/4/2021,AZ,5193862,865280
5/31/2021,AZ,5967929,881450
5/30/2021,AZ,5952458,881089
5/3/2021,AZ,5176775,864579
5/29/2021,AZ,5929316,880466
5/28/2021,AZ,5906194,879909
5/27/2021,AZ,5879403,879102
5/26/2021,AZ,5856464,878338
5/25/2021,AZ,5841059,877682
5/24/2021,AZ,5829205,877182
5/23/2021,AZ,5801149,876732
5/22/2021,AZ,5764271,876411
5/21/2021,AZ,5718183,875766
5/20/2021,AZ,5687093,875195
5/2/2021,AZ,5162655,863927
5/19/2021,AZ,5663654,874605
5/18/2021,AZ,5635242,874065
5/17/2021,AZ,5618126,873446
5/16/2021,AZ,5598339,872978
5/15/2021,AZ,5558091,872496
5/14/2021,AZ,5521396,872022
5/13/2021,AZ,5497137,871168
5/12/2021,AZ,5471165,870624
5/11/2021,AZ,5450531,870155
5/10/2021,AZ,5411726,869472
5/1/2021,AZ,5123812,863571
4/9/2021,AZ,3975606,848202
4/8/2021,AZ,3901177,847525
4/7/2021,AZ,3855073,846855
4/6/2021,AZ,3809075,846105
4/5/2021,AZ,3772436,845535
4/4/2021,AZ,3720230,844927
4/30/2021,AZ,5070403,862497
4/3/2021,AZ,3653578,844463
4/29/2021,AZ,5024348,861653
4/28/2021,AZ,4980955,860772
4/27/2021,AZ,4940974,860169
4/26/2021,AZ,4912269,859487
4/25/2021,AZ,4872521,858737
4/24/2021,AZ,4815132,858076
4/23/2021,AZ,4750108,857347
4/22/2021,AZ,4688598,856451
4/21/2021,AZ,4631928,855804
4/20/2021,AZ,4581441,855155
4/2/2021,AZ,3581448,843757
4/19/2021,AZ,4550226,854453
4/18/2021,AZ,4505745,853761
4/17/2021,AZ,4440592,853050
4/16/2021,AZ,4366496,852570
4/15/2021,AZ,4306602,851725
4/14/2021,AZ,4250790,851265
4/13/2021,AZ,4203995,850846
4/12/2021,AZ,4168939,850236
4/11/2021,AZ,4125010,849561
4/10/2021,AZ,4054007,849021
4/1/2021,AZ,3512579,842817
3/9/2021,AZ,2245854,828425
3/8/2021,AZ,2215219,827862
3/7/2021,AZ,2162602,827079
3/6/2021,AZ,2043739,825744
3/5/2021,AZ,2038623,824009
3/4/2021,AZ,1979929,821733
3/31/2021,AZ,3451567,842436
3/30/2021,AZ,3399399,841703
3/3/2021,AZ,1930999,820579
3/29/2021,AZ,3363062,841117
3/28/2021,AZ,3308671,840513
3/27/2021,AZ,3239538,839959
3/26/2021,AZ,3169061,839183
3/25/2021,AZ,3106598,838612
3/24/2021,AZ,3010048,838474
3/23/2021,AZ,2970577,837869
3/22/2021,AZ,2942907,837362
3/21/2021,AZ,2893024,836878
3/20/2021,AZ,2825939,836390
3/2/2021,AZ,1889742,819295
3/19/2021,AZ,2760907,835655
3/18/2021,AZ,2755436,835232
3/17/2021,AZ,2697523,834948
3/16/2021,AZ,2655283,834503
3/15/2021,AZ,2605621,834006
3/14/2021,AZ,2557630,833368
3/13/2021,AZ,2484603,832719
3/12/2021,AZ,2418267,832457
3/11/2021,AZ,2350374,831090
3/10/2021,AZ,2293559,829255
3/1/2021,AZ,1849259,818446
2/9/2021,AZ,863807,787740
2/8/2021,AZ,841018,783356
2/7/2021,AZ,809230,781103
2/6/2021,AZ,766788,779556
2/5/2021,AZ,719458,776082
2/4/2021,AZ,686116,772253
2/3/2021,AZ,656040,767833
2/28/2021,AZ,1792447,817407
2/27/2021,AZ,1728239,816332
2/26/2021,AZ,1671294,815153
2/25/2021,AZ,1607544,813532
2/24/2021,AZ,1555942,812593
2/23/2021,AZ,1525794,811283
2/22/2021,AZ,1506572,809985
2/21/2021,AZ,1469676,808475
2/20/2021,AZ,1425295,806668
2/2/2021,AZ,631662,765534
2/19/2021,AZ,1376405,804618
2/18/2021,AZ,1202770,802697
2/17/2021,AZ,1164900,801551
2/16/2021,AZ,1154583,800233
2/15/2021,AZ,1128191,799098
2/14/2021,AZ,1089155,797757
2/13/2021,AZ,1041021,795807
2/12/2021,AZ,990296,794013
2/11/2021,AZ,941575,791584
2/10/2021,AZ,897757,789720
2/1/2021,AZ,620608,762593
12/31/2020,AZ,43667,520559
12/30/2020,AZ,37146,512838
12/29/2020,AZ,31391,507568
12/28/2020,AZ,29837,504766
12/27/2020,AZ,25808,494677
12/26/2020,AZ,25581,493378
12/25/2020,AZ,22525,487269
12/24/2020,AZ,16701,474328
12/23/2020,AZ,11633,473601
12/22/2020,AZ,7865,467540
12/21/2020,AZ,6778,461667
12/20/2020,AZ,4331,453916
12/19/2020,AZ,1534,448547
12/18/2020,AZ,3,442984
12/17/2020,AZ,3,435346
12/16/2020,AZ,0,429526
12/15/2020,AZ,0,424686
12/14/2020,AZ,0,420549
1/9/2021,AZ,115964,607724
1/8/2021,AZ,106287,596627
1/7/2021,AZ,88266,584966
1/6/2021,AZ,75683,575050
1/5/2021,AZ,68707,567841
1/4/2021,AZ,66059,561906
1/31/2021,AZ,594104,758849
1/30/2021,AZ,557369,753821
1/3/2021,AZ,60779,556745
1/29/2021,AZ,521097,748699
1/28/2021,AZ,487149,743668
1/27/2021,AZ,458258,738994
1/26/2021,AZ,430892,733073
1/25/2021,AZ,413662,728322
1/24/2021,AZ,390623,722998
1/23/2021,AZ,360958,715778
1/22/2021,AZ,329349,708459
1/21/2021,AZ,303899,700357
1/20/2021,AZ,281887,690956
1/2/2021,AZ,59099,539508
1/19/2021,AZ,266276,686108
1/18/2021,AZ,257436,679688
1/17/2021,AZ,257436,674285
1/16/2021,AZ,219296,667301
1/15/2021,AZ,197086,658583
1/14/2021,AZ,173665,649434
1/13/2021,AZ,154745,642120
1/12/2021,AZ,141355,636488
1/11/2021,AZ,137860,627926
1/10/2021,AZ,128920,618928
1/1/2021,AZ,52652,530622
9/9/2021,CA,48768666,4555967
9/8/2021,CA,48694320,4542535
9/7/2021,CA,48668051,4535374
9/6/2021,CA,48619850,4529564
9/5/2021,CA,48535491,4522324
9/4/2021,CA,48434737,4511619
9/3/2021,CA,48331013,4499915
9/2/2021,CA,48220341,4486289
9/18/2021,CA,49538267,4640519
9/17/2021,CA,49458723,4632059
9/16/2021,CA,49388334,4622516
9/15/2021,CA,49288453,4612438
9/14/2021,CA,49207490,4601262
9/13/2021,CA,49162298,4595551
9/12/2021,CA,49084830,4588931
9/11/2021,CA,48973719,4578974
9/10/2021,CA,48873266,4568092
9/1/2021,CA,48109850,4473071
8/9/2021,CA,45960162,4167344
8/8/2021,CA,45890960,4157103
8/7/2021,CA,45772034,4143536
8/6/2021,CA,45677059,4128911
8/5/2021,CA,45571605,4114114
8/4/2021,CA,45467015,4098856
8/31/2021,CA,48012379,4458805
8/30/2021,CA,47959156,4451723
8/3/2021,CA,45383289,4083997
8/29/2021,CA,47870018,4443431
8/28/2021,CA,47739261,4431444
8/27/2021,CA,47626074,4418196
8/26/2021,CA,47513370,4403636
8/25/2021,CA,47379380,4388637
8/24/2021,CA,47304100,4372178
8/23/2021,CA,47250789,4364090
8/22/2021,CA,47163521,4354584
8/21/2021,CA,47039961,4340240
8/20/2021,CA,46934449,4325525
8/2/2021,CA,45340695,4074997
8/19/2021,CA,46827191,4309595
8/18/2021,CA,46720908,4293164
8/17/2021,CA,46635211,4276039
8/16/2021,CA,46585588,4267231
8/15/2021,CA,46466637,4256928
8/14/2021,CA,46378183,4242351
8/13/2021,CA,46286694,4226903
8/12/2021,CA,46165206,4210636
8/11/2021,CA,46089472,4193622
8/10/2021,CA,46003535,4176525
8/1/2021,CA,45274447,4065995
7/9/2021,CA,43433368,3891744
7/8/2021,CA,43307094,3887685
7/7/2021,CA,43213547,3883775
7/6/2021,CA,43182509,3880776
7/5/2021,CA,43147804,3879095
7/4/2021,CA,43082412,3877277
7/31/2021,CA,45139705,4054260
7/30/2021,CA,45044810,4041851
7/3/2021,CA,42976116,3875093
7/29/2021,CA,44934366,4029407
7/28/2021,CA,44832247,4017567
7/27/2021,CA,44761604,4005243
7/26/2021,CA,44724529,3998483
7/25/2021,CA,44661671,3991382
7/24/2021,CA,44556941,3982847
7/23/2021,CA,44467248,3974136
7/22/2021,CA,44375374,3964876
7/21/2021,CA,44290970,3955986
7/20/2021,CA,44213927,3947000
7/2/2021,CA,42878843,3872770
7/19/2021,CA,44195184,3941759
7/18/2021,CA,44121534,3936664
7/17/2021,CA,44032614,3930308
7/16/2021,CA,43954080,3924048
7/15/2021,CA,43868821,3918000
7/14/2021,CA,43767439,3912209
7/13/2021,CA,43692413,3906338
7/12/2021,CA,43661613,3902923
7/11/2021,CA,43609176,3899554
7/10/2021,CA,43507479,3895623
7/1/2021,CA,42771685,3870623
6/9/2021,CA,39764396,3844286
6/8/2021,CA,39633257,3843186
6/7/2021,CA,39541180,3842516
6/6/2021,CA,39350625,3841815
6/5/2021,CA,39130665,3840870
6/4/2021,CA,38825789,3839791
6/30/2021,CA,42644084,3868592
6/3/2021,CA,38637246,3838687
6/29/2021,CA,42513548,3866526
6/28/2021,CA,42436028,3865251
6/27/2021,CA,42312077,3864094
6/26/2021,CA,42103167,3862677
6/25/2021,CA,41985070,3861191
6/24/2021,CA,41839888,3859860
6/23/2021,CA,41735332,3858459
6/22/2021,CA,41639567,3856981
6/21/2021,CA,41584951,3856131
6/20/2021,CA,41478634,3855313
6/2/2021,CA,38517344,3837377
6/19/2021,CA,41346145,3854293
6/18/2021,CA,41189877,3853195
6/17/2021,CA,41042422,3852063
6/16/2021,CA,40901003,3850962
6/15/2021,CA,40669793,3849740
6/14/2021,CA,40539772,3848997
6/13/2021,CA,40402142,3848274
6/12/2021,CA,40236460,3847358
6/11/2021,CA,39959106,3846416
6/10/2021,CA,39765872,3845414
6/1/2021,CA,38472729,3836725
5/9/2021,CA,33109680,3811125
5/8/2021,CA,32759885,3809573
5/7/2021,CA,32367810,3807934
5/6/2021,CA,31997303,3806112
5/5/2021,CA,31670889,3804369
5/4/2021,CA,31468937,3802265
5/31/2021,CA,38398021,3836086
5/30/2021,CA,38261502,3835420
5/3/2021,CA,31382140,3801062
5/29/2021,CA,38066786,3834489
5/28/2021,CA,37874433,3833495
5/27/2021,CA,37669020,3832456
5/26/2021,CA,37480670,3831323
5/25/2021,CA,37325781,3830023
5/24/2021,CA,37218236,3829315
5/23/2021,CA,37048042,3828558
5/22/2021,CA,36714358,3827550
5/21/2021,CA,36377958,3826470
5/20/2021,CA,36053888,3825202
5/2/2021,CA,31185031,3799692
5/19/2021,CA,35767717,3823900
5/18/2021,CA,35518035,3822452
5/17/2021,CA,35341738,3821562
5/16/2021,CA,35114882,3820580
5/15/2021,CA,34715312,3819320
5/14/2021,CA,34319950,3818042
5/13/2021,CA,34085597,3816583
5/12/2021,CA,33817290,3815010
5/11/2021,CA,33632769,3813268
5/10/2021,CA,33438134,3812235
5/1/2021,CA,30820835,3797913
4/9/2021,CA,21725654,3751686
4/8/2021,CA,21243518,3748899
4/7/2021,CA,20865892,3746154
4/6/2021,CA,20485651,3743046
4/5/2021,CA,20309146,3741358
4/4/2021,CA,19962420,3739503
4/30/2021,CA,30223491,3796101
4/3/2021,CA,19449615,3737094
4/29/2021,CA,29957450,3794126
4/28/2021,CA,29640092,3792098
4/27/2021,CA,29372925,3789826
4/26/2021,CA,29151065,3788521
4/25/2021,CA,28798648,3787061
4/24/2021,CA,28302062,3785082
4/23/2021,CA,27727113,3783110
4/22/2021,CA,27384986,3780959
4/21/2021,CA,27013516,3778654
4/20/2021,CA,26689222,3776088
4/2/2021,CA,18985902,3734567
4/19/2021,CA,26435308,3774525
4/18/2021,CA,26092008,3772846
4/17/2021,CA,25569748,3770648
4/16/2021,CA,25047682,3768342
4/15/2021,CA,24242205,3765763
4/14/2021,CA,23721226,3763141
4/13/2021,CA,23227199,3760222
4/12/2021,CA,23031055,3758536
4/11/2021,CA,22754163,3756562
4/10/2021,CA,22281619,3754129
4/1/2021,CA,18604164,3732023
3/9/2021,CA,10925581,3673297
3/8/2021,CA,10805474,3671169
3/7/2021,CA,10634752,3668766
3/6/2021,CA,10415023,3665606
3/5/2021,CA,10071476,3662455
3/4/2021,CA,9860209,3659009
3/31/2021,CA,18223412,3729401
3/30/2021,CA,17922091,3726458
3/3/2021,CA,9731169,3655503
3/29/2021,CA,17703550,3724713
3/28/2021,CA,17335016,3722932
3/27/2021,CA,16944916,3720446
3/26/2021,CA,16527440,3717980
3/25/2021,CA,16062266,3715111
3/24/2021,CA,15691888,3712364
3/23/2021,CA,15349039,3709423
3/22/2021,CA,15050673,3707678
3/21/2021,CA,14708175,3705803
3/20/2021,CA,14276125,3703440
3/2/2021,CA,9497125,3651502
3/19/2021,CA,13882984,3701036
3/18/2021,CA,13563094,3698184
3/17/2021,CA,13161027,3695483
3/16/2021,CA,12686451,3692344
3/15/2021,CA,12306608,3690573
3/14/2021,CA,11883375,3688507
3/13/2021,CA,11881857,3685773
3/12/2021,CA,11428034,3682954
3/11/2021,CA,11220508,3679954
3/10/2021,CA,11062505,3676913
3/1/2021,CA,9106077,3649140
2/9/2021,CA,4784478,3545186
2/8/2021,CA,4682862,3539654
2/7/2021,CA,4485166,3532541
2/6/2021,CA,4137600,3522567
2/5/2021,CA,3920632,3511959
2/4/2021,CA,3723803,3499835
2/3/2021,CA,3671316,3486594
2/28/2021,CA,8821044,3646426
2/27/2021,CA,8566470,3642818
2/26/2021,CA,8310945,3639167
2/25/2021,CA,8064121,3635041
2/24/2021,CA,7876011,3630678
2/23/2021,CA,7728120,3625626
2/22/2021,CA,7604725,3622775
2/21/2021,CA,7453468,3619427
2/20/2021,CA,7201713,3614905
2/2/2021,CA,3543817,3470556
2/19/2021,CA,6964603,3610170
2/18/2021,CA,6496140,3604779
2/17/2021,CA,6323011,3598783
2/16/2021,CA,6210992,3593185
2/15/2021,CA,6034839,3589454
2/14/2021,CA,5820388,3584743
2/13/2021,CA,5562553,3578206
2/12/2021,CA,5341104,3571218
2/11/2021,CA,5134864,3563351
2/10/2021,CA,4957297,3555181
2/1/2021,CA,3453284,3462158
12/31/2020,CA,333373,2504189
12/30/2020,CA,298085,2443299
12/29/2020,CA,266570,2382870
12/28/2020,CA,259059,2355201
12/27/2020,CA,248743,2318529
12/26/2020,CA,246715,2304838
12/25/2020,CA,224100,2276635
12/24/2020,CA,174110,2229404
12/23/2020,CA,125597,2178277
12/22/2020,CA,92703,2127583
12/21/2020,CA,70216,2105127
12/20/2020,CA,43898,2073770
12/19/2020,CA,11413,2030335
12/18/2020,CA,273,1983676
12/17/2020,CA,273,1935680
12/16/2020,CA,4,1885129
12/15/2020,CA,0,1833383
12/14/2020,CA,0,1810863
1/9/2021,CA,650459,2906145
1/8/2021,CA,584366,2859046
1/7/2021,CA,528173,2806526
1/6/2021,CA,486087,2749579
1/5/2021,CA,456980,2686623
1/4/2021,CA,451702,2657940
1/31/2021,CA,3285351,3451542
1/30/2021,CA,3095781,3438038
1/3/2021,CA,433546,2618671
1/29/2021,CA,2910562,3422781
1/28/2021,CA,2746876,3406299
1/27/2021,CA,2579666,3387611
1/26/2021,CA,2446577,3366381
1/25/2021,CA,2330633,3355472
1/24/2021,CA,2199908,3341364
1/23/2021,CA,2008220,3320478
1/22/2021,CA,1803679,3297274
1/21/2021,CA,1633875,3270914
1/20/2021,CA,1532329,3242175
1/2/2021,CA,412076,2598328
1/19/2021,CA,1460430,3217221
1/18/2021,CA,1398301,3202850
1/17/2021,CA,1308514,3182067
1/16/2021,CA,1193355,3151865
1/15/2021,CA,1072959,3118845
1/14/2021,CA,975293,3082920
1/13/2021,CA,891489,3042960
1/12/2021,CA,816301,2998981
1/11/2021,CA,782638,2978862
1/10/2021,CA,733292,2949094
1/1/2021,CA,374497,2560636
9/9/2021,CO,6924521,634177
9/8/2021,CO,6913741,632172
9/7/2021,CO,6905875,630592
9/6/2021,CO,6901182,629508
9/5/2021,CO,6894739,628022
9/4/2021,CO,6880652,626352
9/3/2021,CO,6866075,624304
9/2/2021,CO,6838786,622107
9/18/2021,CO,7034638,651981
9/17/2021,CO,7022748,650136
9/16/2021,CO,7011329,647946
9/15/2021,CO,6996558,645823
9/14/2021,CO,6988687,643788
9/13/2021,CO,6979185,642071
9/12/2021,CO,6972213,640711
9/11/2021,CO,6952159,638942
9/10/2021,CO,6940952,636492
9/1/2021,CO,6838077,619917
8/9/2021,CO,6560654,585584
8/8/2021,CO,6555288,584925
8/7/2021,CO,6544585,584027
8/6/2021,CO,6532588,582923
8/5/2021,CO,6520732,581761
8/4/2021,CO,6509188,580657
8/31/2021,CO,6823463,617870
8/30/2021,CO,6812935,615799
8/3/2021,CO,6497809,579460
8/29/2021,CO,6801408,614402
8/28/2021,CO,6783383,613410
8/27/2021,CO,6767648,611709
8/26/2021,CO,6754208,609712
8/25/2021,CO,6740506,607559
8/24/2021,CO,6727051,605605
8/23/2021,CO,6718131,604307
8/22/2021,CO,6711571,603300
8/21/2021,CO,6697497,601907
8/20/2021,CO,6683119,600148
8/2/2021,CO,6490299,578677
8/19/2021,CO,6670461,598362
8/18/2021,CO,6657464,596711
8/17/2021,CO,6645087,594539
8/16/2021,CO,6635972,593425
8/15/2021,CO,6629016,592726
8/14/2021,CO,6619248,591838
8/13/2021,CO,6605663,590462
8/12/2021,CO,6587689,589343
8/11/2021,CO,6577649,587707
8/10/2021,CO,6568177,586396
8/1/2021,CO,6484050,578049
7/9/2021,CO,6265991,563677
7/8/2021,CO,6265592,563217
7/7/2021,CO,6254937,562759
7/6/2021,CO,6245280,562398
7/5/2021,CO,6241363,562174
7/4/2021,CO,6237160,561988
7/31/2021,CO,6473244,577217
7/30/2021,CO,6460145,576254
7/3/2021,CO,6228884,561687
7/29/2021,CO,6449405,575254
7/28/2021,CO,6438352,574101
7/27/2021,CO,6429260,573303
7/26/2021,CO,6422347,572551
7/25/2021,CO,6417546,572082
7/24/2021,CO,6409475,571519
7/23/2021,CO,6397692,570764
7/22/2021,CO,6388375,570080
7/21/2021,CO,6377405,569328
7/20/2021,CO,6366639,568725
7/2/2021,CO,6212022,561290
7/19/2021,CO,6362634,568216
7/18/2021,CO,6358063,567785
7/17/2021,CO,6351061,567372
7/16/2021,CO,6340826,566817
7/15/2021,CO,6331710,566265
7/14/2021,CO,6322092,565797
7/13/2021,CO,6312560,565296
7/12/2021,CO,6305454,564784
7/11/2021,CO,6299380,564522
7/10/2021,CO,6291681,564151
7/1/2021,CO,6203544,560823
6/9/2021,CO,5778682,553197
6/8/2021,CO,5778285,552762
6/7/2021,CO,5744758,552317
6/6/2021,CO,5719152,552060
6/5/2021,CO,5689129,551707
6/4/2021,CO,5688458,551145
6/30/2021,CO,6188964,560324
6/3/2021,CO,5662462,550531
6/29/2021,CO,6177682,559905
6/28/2021,CO,6163444,559596
6/27/2021,CO,6153720,559379
6/26/2021,CO,6127943,559144
6/25/2021,CO,6103788,558760
6/24/2021,CO,6089509,558397
6/23/2021,CO,6071606,557905
6/22/2021,CO,6056591,557545
6/21/2021,CO,6046139,557257
6/20/2021,CO,6037353,557051
6/2/2021,CO,5640374,549860
6/19/2021,CO,6019979,556800
6/18/2021,CO,5992415,556479
6/17/2021,CO,5978822,556132
6/16/2021,CO,5957784,555777
6/15/2021,CO,5903574,555422
6/14/2021,CO,5881663,555111
6/13/2021,CO,5881050,554922
6/12/2021,CO,5858056,554543
6/11/2021,CO,5836206,554068
6/10/2021,CO,5805820,553669
6/1/2021,CO,5623057,549489
5/9/2021,CO,4880920,530915
5/8/2021,CO,4818646,529825
5/7/2021,CO,4768105,528414
5/6/2021,CO,4711738,527035
5/5/2021,CO,4649806,525623
5/4/2021,CO,4602145,524114
5/31/2021,CO,5613301,549191
5/30/2021,CO,5601799,548917
5/3/2021,CO,4571001,522693
5/29/2021,CO,5579010,548457
5/28/2021,CO,5550725,547899
5/27/2021,CO,5519571,547212
5/26/2021,CO,5492992,546457
5/25/2021,CO,5462533,545741
5/24/2021,CO,5437173,544382
5/23/2021,CO,5419921,543995
5/22/2021,CO,5387598,543426
5/21/2021,CO,5287276,542627
5/20/2021,CO,5285343,541883
5/2/2021,CO,4549102,521743
5/19/2021,CO,5251141,541035
5/18/2021,CO,5209739,539996
5/17/2021,CO,5187825,539371
5/16/2021,CO,5165684,538588
5/15/2021,CO,5109459,537988
5/14/2021,CO,5065097,537061
5/13/2021,CO,5015042,535891
5/12/2021,CO,4984769,533904
5/11/2021,CO,4959078,532662
5/10/2021,CO,4923667,531767
5/1/2021,CO,4506339,520581
4/9/2021,CO,3184749,484139
4/8/2021,CO,3129702,482253
4/7/2021,CO,3079255,480410
4/6/2021,CO,3017904,478426
4/5/2021,CO,2979697,477438
4/4/2021,CO,2954206,476469
4/30/2021,CO,4442828,518686
4/3/2021,CO,2878136,475026
4/29/2021,CO,4388497,516867
4/28/2021,CO,4323941,514762
4/27/2021,CO,4278837,512940
4/26/2021,CO,4241020,511455
4/25/2021,CO,4210710,510459
4/24/2021,CO,4072289,508745
4/23/2021,CO,4068389,506884
4/22/2021,CO,4003990,504984
4/21/2021,CO,3942162,502604
4/20/2021,CO,3890828,500917
4/2/2021,CO,2803981,473496
4/19/2021,CO,3846376,499203
4/18/2021,CO,3790514,498293
4/17/2021,CO,3714665,496871
4/16/2021,CO,3646570,495317
4/15/2021,CO,3583563,493271
4/14/2021,CO,3527781,491630
4/13/2021,CO,3464019,489811
4/12/2021,CO,3407618,488140
4/11/2021,CO,3336248,487166
4/10/2021,CO,3266193,485800
4/1/2021,CO,2746030,471818
3/9/2021,CO,1650716,446574
3/8/2021,CO,1627458,445767
3/7/2021,CO,1626499,445126
3/6/2021,CO,1580162,444242
3/5/2021,CO,1528864,443245
3/4/2021,CO,1494910,442053
3/31/2021,CO,2691248,470153
3/30/2021,CO,2645306,468786
3/3/2021,CO,1462053,440765
3/29/2021,CO,2602792,467641
3/28/2021,CO,2569087,466806
3/27/2021,CO,2500874,465741
3/26/2021,CO,2443350,464470
3/25/2021,CO,2388899,463111
3/24/2021,CO,2344091,461833
3/23/2021,CO,2310425,460657
3/22/2021,CO,2276660,459373
3/21/2021,CO,2250372,459119
3/20/2021,CO,2188145,458229
3/2/2021,CO,1428854,439596
3/19/2021,CO,2080284,456945
3/18/2021,CO,2029213,455214
3/17/2021,CO,1987533,453861
3/16/2021,CO,1948333,453065
3/15/2021,CO,1933717,452758
3/14/2021,CO,1878639,452434
3/13/2021,CO,1878538,451335
3/12/2021,CO,1817050,450087
3/11/2021,CO,1764066,448837
3/10/2021,CO,1694476,447601
3/1/2021,CO,1412910,438745
2/9/2021,CO,757560,417392
2/8/2021,CO,751960,416561
2/7/2021,CO,729895,415720
2/6/2021,CO,694860,414621
2/5/2021,CO,661703,413259
2/4/2021,CO,638923,411346
2/3/2021,CO,617125,409777
2/28/2021,CO,1371577,438068
2/27/2021,CO,1324715,437190
2/26/2021,CO,1323183,436102
2/25/2021,CO,1294236,434785
2/24/2021,CO,1268302,433449
2/23/2021,CO,1233466,432137
2/22/2021,CO,1231699,431090
2/21/2021,CO,1202161,430387
2/20/2021,CO,1167895,429474
2/2/2021,CO,601347,408349
2/19/2021,CO,1132448,428399
2/18/2021,CO,1053041,427148
2/17/2021,CO,1024167,425892
2/16/2021,CO,1000597,424782
2/15/2021,CO,973620,424163
2/14/2021,CO,926807,423532
2/13/2021,CO,885581,422692
2/12/2021,CO,844620,421544
2/11/2021,CO,815108,420119
2/10/2021,CO,787041,418588
2/1/2021,CO,589787,407416
12/31/2020,CO,82694,347198
12/30/2020,CO,74184,344340
12/29/2020,CO,67208,342237
12/28/2020,CO,65443,340781
12/27/2020,CO,63392,339015
12/26/2020,CO,63328,337585
12/25/2020,CO,55793,336289
12/24/2020,CO,43762,333502
12/23/2020,CO,38678,330943
12/22/2020,CO,33946,328360
12/21/2020,CO,30945,326200
12/20/2020,CO,22549,324174
12/19/2020,CO,12123,321897
12/18/2020,CO,3404,319532
12/17/2020,CO,351,316250
12/16/2020,CO,183,312625
12/15/2020,CO,0,309651
12/14/2020,CO,0,307633
