Date,State,Vaccines,Cases
8/3/2021,ID,1379069,202032
8/29/2021,ID,1455970,219403
8/28/2021,ID,1452051,218645
8/27/2021,ID,1448014,217887
8/26/2021,ID,1444106,217053
8/25/2021,ID,1440247,216061
8/24/2021,ID,1437006,215042
8/23/2021,ID,1435697,214010
8/22/2021,ID,1430359,213651
8/21/2021,ID,1425218,213295
8/20/2021,ID,1421622,212939
8/2/2021,ID,1378105,201352
8/19/2021,ID,1418000,212327
8/18/2021,ID,1414128,211532
8/17/2021,ID,1411173,210315
8/16/2021,ID,1409809,209411
8/15/2021,ID,1407457,208956
8/14/2021,ID,1404134,208505
8/13/2021,ID,1400886,208054
8/12/2021,ID,1397994,207274
8/11/2021,ID,1395871,206523
8/10/2021,ID,1393789,205787
8/1/2021,ID,1376586,201062
7/9/2021,ID,1339378,195831
7/8/2021,ID,1337388,195696
7/7/2021,ID,1335403,195552
7/6/2021,ID,1334744,195429
7/5/2021,ID,1333663,195364
7/4/2021,ID,1332000,195300
7/31/2021,ID,1373692,200773
7/30/2021,ID,1371394,200484
7/3/2021,ID,1329401,195236
7/29/2021,ID,1369189,199955
7/28/2021,ID,1367020,199516
7/27/2021,ID,1365184,199158
7/26/2021,ID,1364448,198840
7/25/2021,ID,1363044,198658
7/24/2021,ID,1360928,198477
7/23/2021,ID,1359014,198296
7/22/2021,ID,1357254,198014
7/21/2021,ID,1355401,197781
7/20/2021,ID,1353834,197456
7/2/2021,ID,1327473,195172
7/19/2021,ID,1353987,197211
7/18/2021,ID,1353053,197092
7/17/2021,ID,1351487,196974
7/16/2021,ID,1349939,196856
7/15/2021,ID,1348106,196695
7/14/2021,ID,1346558,196489
7/13/2021,ID,1345021,196310
7/12/2021,ID,1344298,196128
7/11/2021,ID,1343243,196029
7/10/2021,ID,1341140,195930
7/1/2021,ID,1325701,195089
6/9/2021,ID,1260970,193295
6/8/2021,ID,1257553,193157
6/7/2021,ID,1256270,193030
6/6/2021,ID,1250775,192941
6/5/2021,ID,1250742,192854
6/4/2021,ID,1246785,192795
6/30/2021,ID,1323573,194998
6/3/2021,ID,1243355,192630
6/29/2021,ID,1321099,194901
6/28/2021,ID,1319633,194824
6/27/2021,ID,1316359,194778
6/26/2021,ID,1311705,194734
6/25/2021,ID,1308467,194690
6/24/2021,ID,1306006,194609
6/23/2021,ID,1305952,194520
6/22/2021,ID,1303710,194367
6/21/2021,ID,1302916,194249
6/20/2021,ID,1300774,194186
6/2/2021,ID,1240621,192478
6/19/2021,ID,1298562,194126
6/18/2021,ID,1295187,194066
6/17/2021,ID,1292554,194006
6/16/2021,ID,1284938,193919
6/15/2021,ID,1284844,193832
6/14/2021,ID,1282884,193743
6/13/2021,ID,1272140,193665
6/12/2021,ID,1269091,193590
6/11/2021,ID,1265368,193515
6/10/2021,ID,1265340,193397
6/1/2021,ID,1239775,192305
5/9/2021,ID,1132383,189014
5/8/2021,ID,1132242,188901
5/7/2021,ID,1125117,188788
5/6/2021,ID,1116681,188601
5/5/2021,ID,1108625,188435
5/4/2021,ID,1102927,188233
5/31/2021,ID,1238745,192078
5/30/2021,ID,1236617,192056
5/3/2021,ID,1101401,188024
5/29/2021,ID,1232835,192034
5/28/2021,ID,1228152,192012
5/27/2021,ID,1223895,191877
5/26/2021,ID,1219945,191738
5/25/2021,ID,1216399,191546
5/24/2021,ID,1214862,191397
5/23/2021,ID,1211932,191271
5/22/2021,ID,1205957,191147
5/21/2021,ID,1198537,191068
5/20/2021,ID,1193617,190900
5/2/2021,ID,1098931,187899
5/19/2021,ID,1188199,190712
5/18/2021,ID,1183228,190472
5/17/2021,ID,1181916,190279
5/16/2021,ID,1179378,190141
5/15/2021,ID,1172433,190004
5/14/2021,ID,1166827,189908
5/13/2021,ID,1160043,189735
5/12/2021,ID,1154850,189586
5/11/2021,ID,1150182,189361
5/10/2021,ID,1132419,189128
5/1/2021,ID,1087190,187776
4/9/2021,ID,873222,183153
4/8/2021,ID,855028,182841
4/7/2021,ID,842030,182531
4/6/2021,ID,828816,182182
4/5/2021,ID,826653,181836
4/4/2021,ID,817221,181181
4/30/2021,ID,1076561,187656
4/3/2021,ID,799887,181181
4/29/2021,ID,1066942,187479
4/28/2021,ID,1058965,187269
4/27/2021,ID,1051044,187014
4/26/2021,ID,1048785,186725
4/25/2021,ID,1043295,186365
4/24/2021,ID,1029611,186274
4/23/2021,ID,1017413,186183
4/22/2021,ID,1004155,185993
4/21/2021,ID,994195,185759
4/20/2021,ID,984868,185465
4/2/2021,ID,782576,181181
4/19/2021,ID,981273,185227
4/18/2021,ID,974591,185000
4/17/2021,ID,959118,184948
4/16/2021,ID,944361,184769
4/15/2021,ID,929172,184557
4/14/2021,ID,917256,184347
4/13/2021,ID,924998,183910
4/12/2021,ID,920374,183691
4/11/2021,ID,909981,183374
4/10/2021,ID,889862,183374
4/1/2021,ID,766703,180897
3/9/2021,ID,489220,173790
3/8/2021,ID,482273,173309
3/7/2021,ID,471043,172931
3/6/2021,ID,457434,172931
3/5/2021,ID,442491,172827
3/4/2021,ID,428196,172587
3/31/2021,ID,752364,180536
3/30/2021,ID,740943,180076
3/3/2021,ID,418956,172288
3/29/2021,ID,736941,179763
3/28/2021,ID,728042,179428
3/27/2021,ID,710876,179428
3/26/2021,ID,694887,179204
3/25/2021,ID,678747,178887
3/24/2021,ID,666389,178554
3/23/2021,ID,656932,178119
3/22/2021,ID,650437,177760
3/21/2021,ID,639606,177420
3/20/2021,ID,622341,177420
3/2/2021,ID,409641,171836
3/19/2021,ID,603043,177185
3/18/2021,ID,586497,176802
3/17/2021,ID,566777,176461
3/16/2021,ID,566079,176007
3/15/2021,ID,559659,175657
3/14/2021,ID,550174,175236
3/13/2021,ID,536191,175236
3/12/2021,ID,522505,174943
3/11/2021,ID,507965,174610
3/10/2021,ID,497534,174246
3/1/2021,ID,404250,171462
2/9/2021,ID,198826,166095
2/8/2021,ID,195591,165658
2/7/2021,ID,185681,165209
2/6/2021,ID,176220,165209
2/5/2021,ID,159394,164969
2/4/2021,ID,141897,164565
2/3/2021,ID,132384,164163
2/28/2021,ID,392370,171140
2/27/2021,ID,378401,171140
2/26/2021,ID,367113,170907
2/25/2021,ID,356987,170595
2/24/2021,ID,346534,170289
2/23/2021,ID,340444,169866
2/22/2021,ID,336243,169584
2/21/2021,ID,326336,169150
2/20/2021,ID,313466,169150
2/2/2021,ID,126648,163656
2/19/2021,ID,304647,168953
2/18/2021,ID,278474,168639
2/17/2021,ID,270169,168353
2/16/2021,ID,263625,167945
2/15/2021,ID,260589,167483
2/14/2021,ID,242295,167483
2/13/2021,ID,221585,167483
2/12/2021,ID,214063,167225
2/11/2021,ID,214063,166876
2/10/2021,ID,205379,166553
2/1/2021,ID,124377,163165
12/31/2020,ID,13614,141077
12/30/2020,ID,11674,139864
12/29/2020,ID,0,138524
12/28/2020,ID,0,137010
12/27/2020,ID,0,136215
12/26/2020,ID,0,135787
12/25/2020,ID,0,135233
12/24/2020,ID,0,135233
12/23/2020,ID,0,133985
12/22/2020,ID,0,132594
12/21/2020,ID,0,130877
12/20/2020,ID,0,129960
12/19/2020,ID,0,129069
12/18/2020,ID,0,128218
12/17/2020,ID,0,126878
12/16/2020,ID,0,125452
12/15/2020,ID,0,124019
12/14/2020,ID,0,122217
1/9/2021,ID,28105,149235
1/8/2021,ID,25335,148258
1/7/2021,ID,22822,147173
1/6/2021,ID,20848,146106
1/5/2021,ID,19575,144843
1/4/2021,ID,19126,143305
1/31/2021,ID,120880,162683
1/30/2021,ID,114729,162683
1/3/2021,ID,18535,142507
1/29/2021,ID,108873,162355
1/28/2021,ID,102800,161720
1/27/2021,ID,96991,161212
1/26/2021,ID,93766,160592
1/25/2021,ID,91271,160033
1/24/2021,ID,87128,159506
1/23/2021,ID,82640,159325
1/22/2021,ID,77988,158798
1/21/2021,ID,73372,158200
1/20/2021,ID,69267,157588
1/2/2021,ID,18171,142199
1/19/2021,ID,63975,156778
1/18/2021,ID,60712,155554
1/17/2021,ID,58087,155554
1/16/2021,ID,51171,155276
1/15/2021,ID,51171,153358
1/14/2021,ID,42586,153358
1/13/2021,ID,42586,152364
1/12/2021,ID,38872,151273
1/11/2021,ID,34713,150239
1/10/2021,ID,32083,149667
1/1/2021,ID,15798,141077
9/9/2021,IL,14838317,1559077
9/8/2021,IL,14837633,1554336
9/7/2021,IL,14825616,1550375
9/6/2021,IL,14808833,1547360
9/5/2021,IL,14783776,1544348
9/4/2021,IL,14755639,1541336
9/3/2021,IL,14727028,1538324
9/2/2021,IL,14698120,1532344
9/18/2021,IL,15052025,1593147
9/17/2021,IL,15029845,1590342
9/16/2021,IL,15007332,1586741
9/15/2021,IL,14983176,1582392
9/14/2021,IL,14965011,1578198
9/13/2021,IL,14949849,1573538
9/12/2021,IL,14928714,1570486
9/11/2021,IL,14903636,1567436
9/10/2021,IL,14878537,1564386
9/1/2021,IL,14667774,1528120
8/9/2021,IL,13883544,1444211
8/8/2021,IL,13845631,1441591
8/7/2021,IL,13818242,1438972
8/6/2021,IL,13791502,1436353
8/5/2021,IL,13765464,1433313
8/4/2021,IL,13737959,1430265
8/31/2021,IL,14635816,1522942
8/30/2021,IL,14576306,1518071
8/3/2021,IL,13717452,1427901
8/29/2021,IL,14525150,1514715
8/28/2021,IL,14486097,1511360
8/27/2021,IL,14440132,1508005
8/26/2021,IL,14410870,1503063
8/25/2021,IL,14379712,1499022
8/24/2021,IL,14358623,1494571
8/23/2021,IL,14342285,1491582
8/22/2021,IL,14317360,1488511
8/21/2021,IL,14290439,1485440
8/20/2021,IL,14262579,1482369
8/2/2021,IL,13703650,1425219
8/19/2021,IL,14231724,1477465
8/18/2021,IL,14201829,1474285
8/17/2021,IL,14180536,1470452
8/16/2021,IL,14140656,1466813
8/15/2021,IL,14084250,1463771
8/14/2021,IL,14039870,1460729
8/13/2021,IL,13991192,1457687
8/12/2021,IL,13936712,1454208
8/11/2021,IL,13918406,1451094
8/10/2021,IL,13900001,1447161
8/1/2021,IL,13682875,1423349
7/9/2021,IL,13156020,1395497
7/8/2021,IL,13130458,1394852
7/7/2021,IL,13116613,1394235
7/6/2021,IL,13115185,1393773
7/5/2021,IL,13105822,1393467
7/4/2021,IL,13087660,1393162
7/31/2021,IL,13637169,1421480
7/30/2021,IL,13612245,1419611
7/3/2021,IL,13058473,1392857
7/29/2021,IL,13563669,1417263
7/28/2021,IL,13535577,1415572
7/27/2021,IL,13521219,1413490
7/26/2021,IL,13513042,1411821
7/25/2021,IL,13499414,1410523
7/24/2021,IL,13478563,1409226
7/23/2021,IL,13459233,1407929
7/22/2021,IL,13433726,1406459
7/21/2021,IL,13407167,1404466
7/20/2021,IL,13387855,1403508
7/2/2021,IL,13031684,1392552
7/19/2021,IL,13376634,1402763
7/18/2021,IL,13358047,1401824
7/17/2021,IL,13335591,1400885
7/16/2021,IL,13313178,1399946
7/15/2021,IL,13290265,1399270
7/14/2021,IL,13266486,1398409
7/13/2021,IL,13239927,1397667
7/12/2021,IL,13225512,1397089
7/11/2021,IL,13206252,1396557
7/10/2021,IL,13182552,1396027
7/1/2021,IL,13002032,1392196
6/9/2021,IL,12026308,1386262
6/8/2021,IL,11981117,1385854
6/7/2021,IL,11947497,1385489
6/6/2021,IL,11841617,1385245
6/5/2021,IL,11841109,1384903
6/4/2021,IL,11786638,1384365
6/30/2021,IL,12971273,1391739
6/3/2021,IL,11748935,1383739
6/29/2021,IL,12947452,1391480
6/28/2021,IL,12938839,1391179
6/27/2021,IL,12842169,1390930
6/26/2021,IL,12754766,1390681
6/25/2021,IL,12713403,1390432
6/24/2021,IL,12680771,1390140
6/23/2021,IL,12652123,1389892
6/22/2021,IL,12629554,1389634
6/21/2021,IL,12612678,1389443
6/20/2021,IL,12573511,1389190
6/2/2021,IL,11718643,1383065
6/19/2021,IL,12548114,1388939
6/18/2021,IL,12496568,1388688
6/17/2021,IL,12457407,1388586
6/16/2021,IL,12332481,1388338
6/15/2021,IL,12332391,1387986
6/14/2021,IL,12286836,1387760
6/13/2021,IL,12184785,1387595
6/12/2021,IL,12141586,1387297
6/11/2021,IL,12077756,1387029
6/10/2021,IL,12077496,1386628
6/1/2021,IL,11701469,1382587
5/9/2021,IL,10146731,1354967
5/8/2021,IL,10036784,1353226
5/7/2021,IL,9961799,1351497
5/6/2021,IL,9859955,1348176
5/5/2021,IL,9748918,1346398
5/4/2021,IL,9705012,1343988
5/31/2021,IL,11679098,1382186
5/30/2021,IL,11639422,1381665
5/3/2021,IL,9687975,1341777
5/29/2021,IL,11583657,1381063
5/28/2021,IL,11455715,1380261
5/27/2021,IL,11454543,1379279
5/26/2021,IL,11393564,1378388
5/25/2021,IL,11343172,1377249
5/24/2021,IL,11306682,1376441
5/23/2021,IL,11245253,1375508
5/22/2021,IL,11167219,1374565
5/21/2021,IL,11039696,1373457
5/20/2021,IL,10947955,1371884
5/2/2021,IL,9642236,1339728
5/19/2021,IL,10851079,1370342
5/18/2021,IL,10807457,1368709
5/17/2021,IL,10774776,1367214
5/16/2021,IL,10704700,1366268
5/15/2021,IL,10583166,1365020
5/14/2021,IL,10503920,1363507
5/13/2021,IL,10434159,1361666
5/12/2021,IL,10359133,1359748
5/11/2021,IL,10298929,1357953
5/10/2021,IL,10228284,1356391
5/1/2021,IL,9551269,1337868
4/9/2021,IL,7017850,1273200
4/8/2021,IL,6860904,1269196
4/7/2021,IL,6725817,1265457
4/6/2021,IL,6627939,1261667
4/5/2021,IL,6592898,1258736
4/4/2021,IL,6488477,1256634
4/30/2021,IL,9445420,1335055
4/3/2021,IL,6340870,1254185
4/29/2021,IL,9335649,1331848
4/28/2021,IL,9227089,1328454
4/27/2021,IL,9143971,1325726
4/26/2021,IL,9093034,1323170
4/25/2021,IL,9011738,1321033
4/24/2021,IL,8880236,1318998
4/23/2021,IL,8741918,1316091
4/22/2021,IL,8606345,1312722
4/21/2021,IL,8455483,1309552
4/20/2021,IL,8371979,1306787
4/2/2021,IL,6192219,1251346
4/19/2021,IL,8306266,1304200
4/18/2021,IL,8189755,1302241
4/17/2021,IL,8027611,1299575
4/16/2021,IL,7855924,1296381
4/15/2021,IL,7723702,1292515
4/14/2021,IL,7582133,1288934
4/13/2021,IL,7626668,1285398
4/12/2021,IL,7495849,1282205
4/11/2021,IL,7363280,1279772
4/10/2021,IL,7185009,1276830
4/1/2021,IL,6073419,1248111
3/9/2021,IL,3601065,1201027
3/8/2021,IL,3571808,1199517
3/7/2021,IL,3473676,1198335
3/6/2021,IL,3341021,1197267
3/5/2021,IL,3204414,1194702
3/4/2021,IL,3107699,1193260
3/31/2021,IL,5932882,1244585
3/30/2021,IL,5843688,1241993
3/3/2021,IL,3022385,1191520
3/29/2021,IL,5793846,1239589
3/28/2021,IL,5682011,1237828
3/27/2021,IL,5542211,1235578
3/26/2021,IL,5412272,1232900
3/25/2021,IL,5287852,1229898
3/24/2021,IL,5177472,1227708
3/23/2021,IL,5096694,1224915
3/22/2021,IL,5051382,1223083
3/21/2021,IL,4960792,1221863
3/20/2021,IL,4826260,1220432
3/2/2021,IL,2958947,1189416
3/19/2021,IL,4683361,1218470
3/18/2021,IL,4584510,1216090
3/17/2021,IL,4469795,1213765
3/16/2021,IL,4379055,1212110
3/15/2021,IL,4297923,1210113
3/14/2021,IL,4197470,1209331
3/13/2021,IL,4197357,1207847
3/12/2021,IL,3925271,1206172
3/11/2021,IL,3777731,1204409
3/10/2021,IL,3672596,1202709
3/1/2021,IL,2906555,1187839
2/9/2021,IL,1477780,1150170
2/8/2021,IL,1457693,1148088
2/7/2021,IL,1401585,1146341
2/6/2021,IL,1329963,1144281
2/5/2021,IL,1247521,1141219
2/4/2021,IL,1178369,1137559
2/3/2021,IL,1108571,1134231
2/28/2021,IL,2824209,1186696
2/27/2021,IL,2735250,1185447
2/26/2021,IL,2639826,1183667
2/25/2021,IL,2519447,1181226
2/24/2021,IL,2461385,1179342
2/23/2021,IL,2416034,1177320
2/22/2021,IL,2354395,1175655
2/21/2021,IL,2339546,1174409
2/20/2021,IL,2261482,1172824
2/2/2021,IL,1073076,1130917
2/19/2021,IL,2174539,1170902
2/18/2021,IL,2037388,1168683
2/17/2021,IL,1996099,1166717
2/16/2021,IL,1954382,1164922
2/15/2021,IL,1914255,1163574
2/14/2021,IL,1854228,1162154
2/13/2021,IL,1772568,1160523
2/12/2021,IL,1674988,1158431
2/11/2021,IL,1604830,1155833
2/10/2021,IL,1539781,1152995
2/1/2021,IL,1054814,1128613
12/31/2020,IL,148860,963389
12/30/2020,IL,126939,955380
12/29/2020,IL,107512,948006
12/28/2020,IL,101612,942362
12/27/2020,IL,98942,937909
12/26/2020,IL,97374,934142
12/25/2020,IL,97374,930849
12/24/2020,IL,80089,925107
12/23/2020,IL,80089,918070
12/22/2020,IL,70193,911308
12/21/2020,IL,57604,905069
12/20/2020,IL,50034,900370
12/19/2020,IL,36123,894367
12/18/2020,IL,2076,886805
12/17/2020,IL,0,879428
12/16/2020,IL,0,870600
12/15/2020,IL,0,863477
12/14/2020,IL,0,856118
1/9/2021,IL,268299,1024039
1/8/2021,IL,266459,1017322
1/7/2021,IL,235686,1008045
1/6/2021,IL,214362,999288
1/5/2021,IL,190977,991719
1/4/2021,IL,177893,984880
1/31/2021,IL,1011454,1126301
1/30/2021,IL,948804,1123873
1/3/2021,IL,170973,979821
1/29/2021,IL,884502,1120528
1/28/2021,IL,823325,1116372
1/27/2021,IL,766659,1112181
1/26/2021,IL,737989,1108430
1/25/2021,IL,723203,1104763
1/24/2021,IL,699072,1101819
1/23/2021,IL,654752,1098527
1/22/2021,IL,607502,1093375
1/21/2021,IL,570527,1086333
1/20/2021,IL,539926,1081354
1/2/2021,IL,164782,975352
1/19/2021,IL,539255,1076532
1/18/2021,IL,525261,1072214
1/17/2021,IL,499274,1068829
1/16/2021,IL,472685,1064667
1/15/2021,IL,471594,1059324
1/14/2021,IL,437269,1052682
1/13/2021,IL,403666,1046030
1/12/2021,IL,370630,1040168
1/11/2021,IL,351071,1033526
1/10/2021,IL,311733,1028750
1/1/2021,IL,164473,963389
9/9/2021,IN,6498918,894516
9/8/2021,IN,6490768,889362
9/7/2021,IN,6486086,886461
9/6/2021,IN,6486064,883215
9/5/2021,IN,6486042,879970
9/4/2021,IN,6472711,876725
9/3/2021,IN,6459436,873480
9/2/2021,IN,6447041,868451
9/18/2021,IN,6602165,929264
9/17/2021,IN,6592263,926604
9/16/2021,IN,6579742,922320
9/15/2021,IN,6566952,918230
9/14/2021,IN,6556910,913528
9/13/2021,IN,6550089,910013
9/12/2021,IN,6538642,906622
9/11/2021,IN,6524564,903233
9/10/2021,IN,6512338,899844
9/1/2021,IN,6431733,863299
8/9/2021,IN,6164430,786272
8/8/2021,IN,6154737,784622
8/7/2021,IN,6143041,782974
8/6/2021,IN,6131844,781326
8/5/2021,IN,6120501,779317
8/4/2021,IN,6108426,777417
8/31/2021,IN,6419371,858566
8/30/2021,IN,6411517,855031
8/3/2021,IN,6098894,775686
8/29/2021,IN,6398557,851254
8/28/2021,IN,6383258,847477
8/27/2021,IN,6369345,843700
8/26/2021,IN,6354045,838869
8/25/2021,IN,6339158,833968
8/24/2021,IN,6327289,829010
8/23/2021,IN,6320296,825549
8/22/2021,IN,6308500,822749
8/21/2021,IN,6293436,819949
8/20/2021,IN,6279873,817149
8/2/2021,IN,6093701,774097
8/19/2021,IN,6266180,813046
8/18/2021,IN,6251823,809545
8/17/2021,IN,6241412,806094
8/16/2021,IN,6234871,803403
8/15/2021,IN,6224821,801179
8/14/2021,IN,6213287,798956
8/13/2021,IN,6200855,796733
8/12/2021,IN,6188855,794077
8/11/2021,IN,6179127,790926
8/10/2021,IN,6170138,788468
8/1/2021,IN,6084496,773163
7/9/2021,IN,5877906,757062
7/8/2021,IN,5867459,756625
7/7/2021,IN,5856095,756070
7/6/2021,IN,5853421,755700
7/5/2021,IN,5850855,755456
7/4/2021,IN,5845292,755212
7/31/2021,IN,6072817,772231
7/30/2021,IN,6061719,771299
7/3/2021,IN,5836299,754968
7/29/2021,IN,6049790,769875
7/28/2021,IN,6038913,768624
7/27/2021,IN,6030412,767409
7/26/2021,IN,6026109,766351
7/25/2021,IN,6017619,765716
7/24/2021,IN,6006960,765082
7/23/2021,IN,5996344,764448
7/22/2021,IN,5984853,763688
7/21/2021,IN,5971607,762837
7/20/2021,IN,5963281,762127
7/2/2021,IN,5613040,754724
7/19/2021,IN,5959560,761472
7/18/2021,IN,5952786,761035
7/17/2021,IN,5943519,760599
7/16/2021,IN,5934176,760163
7/15/2021,IN,5924769,759618
7/14/2021,IN,5915940,759062
7/13/2021,IN,5908921,758479
7/12/2021,IN,5904880,757904
7/11/2021,IN,5897272,757622
7/10/2021,IN,5887413,757342
7/1/2021,IN,5600334,754317
6/9/2021,IN,5244723,747799
6/8/2021,IN,5226699,747447
6/7/2021,IN,5219458,747083
6/6/2021,IN,5204347,747016
6/5/2021,IN,5182359,746554
6/4/2021,IN,5159399,746135
6/30/2021,IN,5587519,753927
6/3/2021,IN,5141173,745690
6/29/2021,IN,5576658,753528
6/28/2021,IN,5572797,753260
6/27/2021,IN,5556998,753073
6/26/2021,IN,5540588,752886
6/25/2021,IN,5527133,752699
6/24/2021,IN,5513454,752395
6/23/2021,IN,5499982,752108
6/22/2021,IN,5490692,751826
6/21/2021,IN,5486097,751526
6/20/2021,IN,5473543,751455
6/2/2021,IN,5120352,744474
6/19/2021,IN,5460841,751242
6/18/2021,IN,5444218,750837
6/17/2021,IN,5427988,750432
6/16/2021,IN,5383210,750170
6/15/2021,IN,5383148,749835
6/14/2021,IN,5369896,749532
6/13/2021,IN,5315601,749477
6/12/2021,IN,5298467,749097
6/11/2021,IN,5270466,748654
6/10/2021,IN,5244854,748259
6/1/2021,IN,5117270,744213
5/9/2021,IN,4506166,729716
5/8/2021,IN,4463699,728811
5/7/2021,IN,4421161,727764
5/6/2021,IN,4360742,726600
5/5/2021,IN,4311755,725353
5/4/2021,IN,4277886,724214
5/31/2021,IN,5112710,744148
5/30/2021,IN,5103220,743696
5/3/2021,IN,4267678,723443
5/29/2021,IN,5080847,743338
5/28/2021,IN,5056380,742910
5/27/2021,IN,5028975,742353
5/26/2021,IN,5001625,741697
5/25/2021,IN,4976968,741053
5/24/2021,IN,4971462,740564
5/23/2021,IN,4955116,740189
5/22/2021,IN,4924441,739626
5/21/2021,IN,4884071,738961
5/20/2021,IN,4844506,738173
5/2/2021,IN,4248090,722646
5/19/2021,IN,4807116,737282
5/18/2021,IN,4778503,736480
5/17/2021,IN,4766201,735999
5/16/2021,IN,4741671,735462
5/15/2021,IN,4703345,734736
5/14/2021,IN,4660880,733591
5/13/2021,IN,4621947,732692
5/12/2021,IN,4583391,731810
5/11/2021,IN,4553361,730969
5/10/2021,IN,4535101,730306
5/1/2021,IN,4201867,721577
4/9/2021,IN,3229355,697710
4/8/2021,IN,3158259,696371
4/7/2021,IN,3099903,694960
4/6/2021,IN,3057121,693775
4/5/2021,IN,3048583,693160
4/4/2021,IN,3016801,692426
4/30/2021,IN,4144890,720425
4/3/2021,IN,2972415,691462
4/29/2021,IN,4089471,718948
4/28/2021,IN,4041591,717564
4/27/2021,IN,4002392,716306
4/26/2021,IN,3985688,715468
4/25/2021,IN,3956117,714786
4/24/2021,IN,3914185,713959
4/23/2021,IN,3863663,712858
4/22/2021,IN,3811526,711787
4/21/2021,IN,3764137,710607
4/20/2021,IN,3726846,709464
4/2/2021,IN,2903944,690394
4/19/2021,IN,3713772,708788
4/18/2021,IN,3685577,708076
4/17/2021,IN,3634597,707120
4/16/2021,IN,3575816,705882
4/15/2021,IN,3509410,704595
4/14/2021,IN,3443028,703221
4/13/2021,IN,3431284,702025
4/12/2021,IN,3412179,701073
4/11/2021,IN,3361921,700227
4/10/2021,IN,3301186,699068
4/1/2021,IN,2840511,689172
3/9/2021,IN,1892845,669350
3/8/2021,IN,1879649,668765
3/7/2021,IN,1844669,668278
3/6/2021,IN,1800802,667519
3/5/2021,IN,1748623,666275
3/4/2021,IN,1697536,665423
3/31/2021,IN,2787166,687937
3/30/2021,IN,2744163,686874
3/3/2021,IN,1657664,664475
3/29/2021,IN,2734813,686135
3/28/2021,IN,2700392,685403
3/27/2021,IN,2655132,684440
3/26/2021,IN,2598661,683444
3/25/2021,IN,2540707,682324
3/24/2021,IN,2488889,681340
3/23/2021,IN,2447336,680341
3/22/2021,IN,2437519,679646
3/21/2021,IN,2406866,679103
3/20/2021,IN,2360942,678357
3/2/2021,IN,1624577,663701
3/19/2021,IN,2304432,677419
3/18/2021,IN,2252443,676547
3/17/2021,IN,2206988,675576
3/16/2021,IN,2170644,674661
3/15/2021,IN,2160312,674087
3/14/2021,IN,2127229,673661
3/13/2021,IN,2127154,672953
3/12/2021,IN,2030306,672104
3/11/2021,IN,1979075,671142
3/10/2021,IN,1934412,670219
3/1/2021,IN,1615149,663151
2/9/2021,IN,761070,642567
2/8/2021,IN,749771,641425
2/7/2021,IN,749771,640380
2/6/2021,IN,749771,638644
2/5/2021,IN,710888,635816
2/4/2021,IN,671191,634323
2/3/2021,IN,637745,631952
2/28/2021,IN,1590344,662598
2/27/2021,IN,1551945,661854
2/26/2021,IN,1505040,660970
2/25/2021,IN,1459296,660013
2/24/2021,IN,1361053,658916
2/23/2021,IN,1298877,657898
2/22/2021,IN,1292340,657207
2/21/2021,IN,1269839,656378
2/20/2021,IN,1234416,655485
2/2/2021,IN,612289,630512
2/19/2021,IN,1194094,654058
2/18/2021,IN,1125976,653011
2/17/2021,IN,1113413,652242
2/16/2021,IN,1091762,651307
2/15/2021,IN,1081483,650417
2/14/2021,IN,1058874,649628
2/13/2021,IN,1018783,648398
2/12/2021,IN,873568,647154
2/11/2021,IN,832031,645723
2/10/2021,IN,795702,644010
2/1/2021,IN,607185,628988
12/31/2020,IN,74351,511698
12/30/2020,IN,62847,505218
12/29/2020,IN,62847,500471
12/28/2020,IN,50428,496483
12/27/2020,IN,33635,494006
12/26/2020,IN,33635,492174
12/25/2020,IN,33635,488321
12/24/2020,IN,33635,482863
12/23/2020,IN,33635,476655
12/22/2020,IN,15250,471981
12/21/2020,IN,12998,468312
12/20/2020,IN,12998,464435
12/19/2020,IN,4892,457940
12/18/2020,IN,2778,453196
12/17/2020,IN,686,447235
12/16/2020,IN,0,440883
12/15/2020,IN,0,434663
12/14/2020,IN,0,430410
1/9/2021,IN,150187,558881
1/8/2021,IN,150187,552903
1/7/2021,IN,137212,546796
1/6/2021,IN,123115,539514
1/5/2021,IN,111223,533356
1/4/2021,IN,99904,529949
1/31/2021,IN,607185,627267
1/30/2021,IN,607185,625532
1/3/2021,IN,91167,526320
1/29/2021,IN,581322,623186
1/28/2021,IN,552144,620544
1/27/2021,IN,524180,617713
1/26/2021,IN,498824,615471
1/25/2021,IN,491856,613741
1/24/2021,IN,446029,611540
1/23/2021,IN,446029,609008
1/22/2021,IN,414127,605903
1/21/2021,IN,387137,602402
1/20/2021,IN,356385,598766
1/2/2021,IN,85751,523327
1/19/2021,IN,332110,595877
1/18/2021,IN,281392,593138
1/17/2021,IN,281392,590628
1/16/2021,IN,281392,587454
1/15/2021,IN,281392,583553
1/14/2021,IN,258457,578875
1/13/2021,IN,231923,574488
1/12/2021,IN,190279,570834
1/11/2021,IN,190279,567683
1/10/2021,IN,169521,563986
1/1/2021,IN,85751,517998
9/9/2021,KS,2967624,385001
9/8/2021,KS,2962887,382850
9/7/2021,KS,2952093,381703
9/6/2021,KS,2952021,380558
9/5/2021,KS,2951895,379413
9/4/2021,KS,2943920,378268
9/3/2021,KS,2936000,377123
9/2/2021,KS,2928561,375146
9/18/2021,KS,3021667,397727
9/17/2021,KS,3015833,396907
9/16/2021,KS,3010212,395301
9/15/2021,KS,3003317,393696
